Datetime,Open,High,Low,Close,Adj Close,Volume
2024-02-29 08:15:00+00:00,70.6500015258789,70.6500015258789,70.6500015258789,70.6500015258789,70.6500015258789,0
2024-02-29 08:20:00+00:00,70.75,70.80000305175781,70.75,70.80000305175781,70.80000305175781,0
2024-02-29 08:30:00+00:00,70.80000305175781,70.80000305175781,70.80000305175781,70.80000305175781,70.80000305175781,308
2024-02-29 08:40:00+00:00,70.80000305175781,70.80000305175781,70.75,70.80000305175781,70.80000305175781,929
2024-02-29 08:45:00+00:00,70.8499984741211,70.8499984741211,70.80000305175781,70.80000305175781,70.80000305175781,419
2024-02-29 09:00:00+00:00,70.80000305175781,70.80000305175781,70.80000305175781,70.80000305175781,70.80000305175781,1036
2024-02-29 09:10:00+00:00,70.9000015258789,70.9000015258789,70.9000015258789,70.9000015258789,70.9000015258789,276
2024-02-29 09:15:00+00:00,71.0,71.0999984741211,71.0,71.0999984741211,71.0999984741211,0
2024-02-29 09:30:00+00:00,71.30000305175781,71.30000305175781,71.0999984741211,71.0999984741211,71.0999984741211,650
2024-02-29 09:55:00+00:00,71.19999694824219,71.4000015258789,71.1500015258789,71.4000015258789,71.4000015258789,4541
2024-02-29 10:00:00+00:00,71.30000305175781,71.30000305175781,71.30000305175781,71.30000305175781,71.30000305175781,68
2024-02-29 10:10:00+00:00,71.30000305175781,71.30000305175781,71.30000305175781,71.30000305175781,71.30000305175781,237
2024-02-29 10:35:00+00:00,71.19999694824219,71.30000305175781,71.0999984741211,71.0999984741211,71.0999984741211,399
2024-02-29 10:40:00+00:00,71.0999984741211,71.0999984741211,71.0999984741211,71.0999984741211,71.0999984741211,59
2024-02-29 10:55:00+00:00,71.0,71.0,71.0,71.0,71.0,107
2024-02-29 12:25:00+00:00,71.19999694824219,71.30000305175781,71.19999694824219,71.30000305175781,71.30000305175781,120
2024-02-29 12:55:00+00:00,71.0999984741211,71.0999984741211,71.0999984741211,71.0999984741211,71.0999984741211,75
2024-02-29 13:10:00+00:00,71.0999984741211,71.0999984741211,71.0999984741211,71.0999984741211,71.0999984741211,68
2024-02-29 13:20:00+00:00,71.30000305175781,71.30000305175781,71.19999694824219,71.30000305175781,71.30000305175781,763
2024-02-29 13:35:00+00:00,71.19999694824219,71.19999694824219,71.19999694824219,71.19999694824219,71.19999694824219,30
2024-02-29 13:40:00+00:00,71.30000305175781,71.30000305175781,71.30000305175781,71.30000305175781,71.30000305175781,34
